image_id,category,置信度,score
916030,forest_path,0.6474,5.825757576
437370,mausoleum,0.5329,5.473053892
457663,elevator/door,0.7505,4.743243243
188650,sea_cliff,0.9234,5.52014652
502691,islet,0.5277,3.890243902
640377,parlor,0.9101,6.035502959
568953,highway,0.7881,4.257575758
49634,planetarium/outdoor,0.7678,5.454545455
826210,waiting_room,0.8627,6.194117647
101944,basketball_court/outdoor,0.8636,4.59375
833385,gift_shop,0.5132,4.824034335
31217,cliff,0.632,4.834821429
2205,museum/indoor,0.6091,5.171052632
205085,swamp,0.7261,4.444444444
699634,wet_bar,0.5812,5.506493506
941417,planetarium/outdoor,0.9853,5.564705882
632875,river,0.5155,4.682291667
78169,bow_window/outdoor,0.5916,6.522292994
45665,apse/indoor,0.8362,6.923076923
11565,playroom,0.5149,5.806122449
64715,railroad_track,0.836,5.321917808
500310,river,0.6675,5.959302326
63455,physics_laboratory,0.8149,5.032374101
894516,swamp,0.7801,7.032520325
718684,desert/sand,0.6944,6.092105263
579560,game_room,0.5387,5.5
45333,casino/indoor,0.8262,4.759090909
666483,oilrig,0.537,6.821428571
658909,oilrig,0.5949,3.524
798054,bow_window/outdoor,0.5885,4.553398058
125080,yard,0.9243,5.657142857
161286,coffee_shop,0.8428,4.522491349
664784,desert/sand,0.9958,5.634146341
828657,shower,0.6623,5.434108527
675039,lock_chamber,0.8609,5.547619048
955768,chemistry_lab,0.7311,4.516908213
338276,casino/indoor,0.9404,4.042857143
420602,waterfall/plunge,0.7055,7.137055838
638042,slum,0.8937,5.911564626
661497,bathroom,0.9873,5.459893048
10941,mountain_snowy,0.8877,6.928870293
668118,tower,0.7588,5.736842105
890400,butte,0.6226,5.486111111
604111,library/indoor,0.9808,5.658653846
191236,wheat_field,0.687,6.115523466
792867,canyon,0.8862,5.977777778
32062,tree_house,0.9196,5.305676856
308528,desert/sand,0.9464,4.962441315
876719,stage/indoor,0.652,5.343558282
333722,wet_bar,0.6948,5.696428571
28483,pantry,0.7201,5.09478673
423289,music_store,0.7571,4.303482587
766608,skatepark,0.9987,5.41025641
627404,mountain_snowy,0.6733,5.577181208
192089,forest_path,0.9333,3.557522124
566571,home_office,0.8547,5.04587156
853082,childs_room,0.8806,5.446428571
506017,wet_bar,0.693,4.510344828
810988,escalator/indoor,0.649,5.939597315
162733,marsh,0.5437,5.022026432
784440,highway,0.7312,5.79047619
50808,swamp,0.7571,4.673333333
471976,childs_room,0.8295,4.122065728
825056,chemistry_lab,0.5153,5.712
69306,schoolhouse,0.8379,6.611111111
9651,bakery/shop,0.6704,5.28042328
756426,waterfall/plunge,0.6834,6.456140351
511251,van_interior,0.7502,5.009756098
734268,fishpond,0.5519,7.09929078
423183,planetarium/outdoor,0.9221,4.0
904461,highway,0.6937,6.933333333
605549,marsh,0.9417,5.251908397
199003,tower,0.6524,5.341911765
502526,schoolhouse,0.5458,4.546583851
331407,stage/indoor,0.9822,4.6875
304186,tower,0.707,4.905084746
110162,bow_window/outdoor,0.9175,5.261538462
957990,wet_bar,0.7201,5.02
859049,shower,0.5505,5.077720207
217716,music_store,0.8099,4.706214689
193951,engine_room,0.8083,6.787985866
656660,forest_path,0.7471,5.308370044
172457,mansion,0.5085,5.009345794
426552,trench,0.7305,5.674157303
221407,ice_cream_parlor,0.9988,5.925
832896,engine_room,0.838,4.592391304
313698,attic,0.5641,4.193877551
30667,escalator/indoor,0.9968,6.576642336
912146,apse/indoor,0.6885,6.519685039
704617,islet,0.5854,5.650306748
745883,ice_floe,0.9394,5.336898396
321016,clothing_store,0.9278,3.536585366
109412,engine_room,0.6549,5.007604563
571953,canal/urban,0.9691,5.867579909
13665,canal/urban,0.7558,5.235
605685,marsh,0.8314,5.780487805
453730,playroom,0.6587,4.441624365
569376,kennel/outdoor,0.7283,6.298245614
799331,ice_skating_rink/indoor,0.9257,4.816666667
663740,railroad_track,0.9194,6.048543689
60282,fishpond,0.72,4.949044586
23066,residential_neighborhood,0.9201,5.358139535
353119,physics_laboratory,0.563,5.166666667
913661,clothing_store,0.8286,4.352112676
235515,sea_cliff,0.917,6.052132701
442650,street,0.7326,4.88317757
475881,power_plant/outdoor,0.7103,5.275449102
680509,youth_hostel,0.6127,4.932960894
9632,limousine_interior,0.5113,4.567010309
333979,wine_cellar/bottle_storage,0.9639,5.972477064
727089,dentists_office,0.9507,4.814569536
830335,stadium/football,0.5951,5.201005025
298548,desert/sand,0.8365,7.148514851
20311,wine_cellar/bottle_storage,0.9655,6.604081633
636511,subway_station/platform,0.7196,5.97008547
445147,fire_escape,0.8368,5.456790123
133842,wheat_field,0.9984,5.97107438
854447,igloo,0.9755,5.613636364
6161,badlands,0.8839,5.814935065
313319,game_room,0.7186,5.300970874
579601,abbey,0.9863,5.068493151
772606,shower,0.6948,5.277013752
30346,trench,0.578,3.696202532
89306,wet_bar,0.9638,6.006993007
569334,clothing_store,0.5173,5.987730061
857220,canal/urban,0.9558,5.868965517
412685,bathroom,0.7963,5.014084507
15004,mountain,0.9198,5.931818182
924673,game_room,0.8994,5.585365854
141825,motel,0.998,4.847619048
258178,music_store,0.8033,5.356115108
588678,iceberg,0.7728,5.959459459
898282,volcano,0.687,5.463114754
562910,subway_station/platform,0.6879,5.488235294
301656,bamboo_forest,0.8386,5.074418605
624197,raft,0.7717,5.101796407
210812,motel,0.9991,4.834862385
752841,islet,0.696,5.337748344
744750,residential_neighborhood,0.9323,5.2875
783158,cockpit,0.9141,5.775229358
232857,subway_station/platform,0.9625,6.254716981
251021,underwater/coral_reef,0.5137,5.57635468
267688,burial_chamber,0.5514,4.326732673
3290,picnic_area,0.7754,5.9625
892555,dentists_office,0.9191,4.7
357306,wheat_field,0.8619,5.903061224
125050,burial_chamber,0.5448,4.854477612
586,fire_escape,0.9945,5.751515152
430450,fire_escape,0.5064,4.944134078
67270,bedroom,0.7615,4.988888889
851199,beauty_salon,0.5214,5.276836158
429253,desert/sand,0.8258,6.587155963
363790,boat_deck,0.9461,6.051020408
472705,music_store,0.8241,4.475728155
774591,igloo,0.5101,5.50802139
165930,mausoleum,0.5944,5.314814815
10928,hill,0.9365,5.50462963
58647,oilrig,0.758,4.994565217
2464,volcano,0.6384,6.288209607
58488,engine_room,0.6593,4.81147541
9716,bathroom,0.6321,5.252631579
715842,firing_range/indoor,0.7986,6.717391304
568951,temple/south_asia,0.5027,3.747524752
40375,pharmacy,0.6384,3.925925926
251837,street,0.8257,6.151291513
285733,mountain,0.7388,5.568548387
87025,street,0.5023,4.832512315
260766,ticket_booth,0.6894,4.256521739
37730,landfill,0.5425,5.474418605
365519,burial_chamber,0.9715,5.251336898
816851,forest_path,0.9731,4.914110429
823050,cathedral/indoor,0.8086,7.133004926
170269,hill,0.9651,6.528901734
835290,cathedral/indoor,0.631,6.605633803
82216,laundromat,0.9999,5.361702128
226559,doorway/outdoor,0.6789,6.569721116
228972,hayfield,0.5655,5.676258993
664065,burial_chamber,0.9386,6.066225166
107995,beauty_salon,0.7747,7.037593985
365808,train_station/platform,0.8138,5.02
578909,planetarium/outdoor,0.9923,6.547945205
328722,mountain,0.5145,4.955156951
622746,gift_shop,0.8186,5.01826484
303884,staircase,0.9318,5.247491639
621409,escalator/indoor,0.999,5.411522634
455551,office_building,0.6,5.708333333
41154,water_tower,0.7957,4.755274262
494670,playground,0.6965,5.582781457
742272,castle,0.7957,5.443037975
677111,windmill,0.8774,5.385620915
828271,yard,0.9747,4.972762646
793936,waiting_room,0.5069,5.553072626
504295,river,0.8466,5.417061611
633406,apartment_building/outdoor,0.6462,5.160493827
690362,marsh,0.8294,5.11875
393131,wine_cellar/barrel_storage,0.6743,3.555172414
424213,palace,0.8944,5.31122449
949194,waiting_room,0.7471,5.798387097
924298,car_interior/frontseat,0.8298,6.008403361
839900,windmill,0.8341,6.029850746
410787,coffee_shop,0.7283,5.369458128
610923,medina,0.9161,6.469135802
675705,chemistry_lab,0.8826,5.16
103074,canal/natural,0.9258,6.859813084
749193,parking_garage/indoor,0.6893,5.311787072
538853,burial_chamber,0.9722,5.834196891
68117,parking_garage/indoor,0.6546,4.467741935
832063,river,0.9522,5.368794326
629415,river,0.5706,4.356877323
465095,childs_room,0.5557,4.655462185
81909,butte,0.7994,5.068783069
564926,doorway/outdoor,0.535,5.837837838
85972,beauty_salon,0.7872,6.208163265
173356,mausoleum,0.7165,5.710447761
46605,church/outdoor,0.5924,5.182879377
670944,art_school,0.5376,6.652173913
312306,playground,0.9995,4.809954751
29490,garage/indoor,0.5972,5.796
168003,hill,0.508,5.578947368
235745,pub/indoor,0.7203,4.983805668
707364,diner/indoor,0.6459,5.158730159
217376,moat/water,0.8831,5.730769231
232624,bayou,0.6548,6.045918367
490109,track/outdoor,0.9699,5.827067669
228906,desert/vegetation,0.6612,4.380597015
67238,burial_chamber,0.5941,6.180212014
900706,clean_room,0.7865,4.783505155
285705,train_railway,0.5835,4.779591837
770784,forest_road,0.8652,5.173553719
28852,elevator_shaft,0.7821,5.142857143
518205,forest_road,0.9149,5.890547264
361971,martial_arts_gym,0.9979,5.568627451
41183,cathedral/outdoor,0.6666,5.691666667
904877,elevator/door,0.7991,5.815533981
803289,archive,0.5955,6.612612613
598197,driveway,0.9643,4.894039735
586274,wheat_field,0.7122,5.358823529
919796,hayfield,0.695,4.743362832
90008,home_office,0.6835,3.218120805
706060,canal/urban,0.8409,5.350318471
337152,volcano,0.5951,4.894117647
659069,home_office,0.96,5.226415094
109032,martial_arts_gym,0.8622,6.283919598
311821,waterfall/plunge,0.5761,5.71657754
139998,archive,0.8219,4.870629371
536089,stage/indoor,0.9633,5.398496241
783893,water_tower,0.5296,4.989417989
626298,balcony/interior,0.5197,5.431034483
533033,plaza,0.7531,5.367741935
206447,fishpond,0.8352,4.97826087
433473,marsh,0.6081,5.601265823
949951,tree_house,0.8757,5.463414634
464763,garbage_dump,0.8809,5.494318182
16771,lock_chamber,0.7656,6.276785714
479990,planetarium/outdoor,0.7399,6.505319149
35611,lock_chamber,0.7045,6.2
672120,batters_box,0.9654,6.176744186
398063,tree_house,0.7168,5.821989529
121185,street,0.8882,5.306188925
155454,atrium/public,0.8865,4.943396226
443379,bullring,0.7417,4.840236686
625909,clothing_store,0.7607,4.355932203
508574,stage/indoor,0.9869,5.101167315
12758,playroom,0.5261,5.276041667
368267,game_room,0.5559,5.035433071
1960,shower,0.8768,6.009090909
436420,electrical_substation,0.9899,5.440740741
257779,escalator/indoor,0.8826,4.945578231
343625,highway,0.9811,6.191358025
521989,swamp,0.5858,5.323170732
124984,car_interior/frontseat,0.7119,4.567901235
5611,catacomb,0.6149,6.539184953
388721,boardwalk,0.788,5.466063348
174815,casino/indoor,0.5102,5.230769231
781301,ticket_booth,0.737,5.12962963
627184,game_room,0.6618,4.812080537
35499,bathroom,0.5109,5.515021459
761315,escalator/indoor,0.7346,5.362204724
356944,waterfall/block,0.5507,6.820895522
737982,slum,0.9672,6.918604651
485700,beauty_salon,0.6911,6.541062802
164148,water_tower,0.9913,5.254310345
854088,forest_path,0.7312,6.368055556
7623,chemistry_lab,0.8933,7.239344262
293786,racecourse,0.9579,4.141509434
50673,shower,0.9954,5.276315789
273937,wine_cellar/barrel_storage,0.6328,4.078947368
403870,stadium/football,0.5439,4.293515358
199240,wheat_field,0.7278,3.932142857
897115,kennel/outdoor,0.7796,5.279279279
588414,attic,0.819,4.614035088
62585,volcano,0.9865,5.083798883
140354,village,0.6761,4.905405405
424362,canal/natural,0.7568,5.02
129697,veterinarians_office,0.7818,5.006134969
543855,athletic_field/outdoor,0.734,5.374331551
263367,electrical_substation,0.9311,6.367647059
137750,escalator/indoor,0.9889,5.682080925
578977,mountain,0.734,6.281879195
234630,staircase,0.8743,5.370044053
5218,waiting_room,0.6224,4.840425532
817304,pantry,0.866,5.553846154
876618,volleyball_court/outdoor,0.9816,5.490066225
297954,escalator/indoor,0.5465,5.241496599
646138,bakery/shop,0.9717,6.149377593
305773,windmill,0.9904,5.211864407
404532,landfill,0.5906,5.228070175
215977,home_office,0.5569,5.647840532
15888,fire_station,0.5379,5.898477157
398799,covered_bridge/exterior,0.965,6.240837696
839805,bow_window/outdoor,0.8177,6.389705882
491761,athletic_field/outdoor,0.8485,6.18503937
686470,tower,0.6939,5.530769231
950576,trench,0.9307,4.693430657
904880,abbey,0.8661,5.352459016
855662,corn_field,0.7837,4.766169154
650819,beauty_salon,0.8463,4.216216216
578009,sea_cliff,0.9628,5.021276596
446728,ruin,0.6132,5.367521368
443646,industrial_area,0.8569,6.479069767
248072,wet_bar,0.7903,5.081081081
693071,water_tower,0.5927,5.777777778
606166,waterfall/fan,0.8096,6.380165289
801761,shopfront,0.6708,5.557575758
770020,dam,0.6875,5.6
101684,village,0.723,4.717460317
446279,waterfall/block,0.5868,5.398989899
731880,fishpond,0.5399,6.5
330934,pagoda,0.5873,4.627906977
401704,railroad_track,0.5054,4.479166667
262755,home_office,0.7183,5.129464286
857671,greenhouse/indoor,0.7086,4.594405594
7967,hangar/indoor,0.5615,7.014652015
290222,childs_room,0.6553,5.378504673
515389,escalator/indoor,0.6471,4.989189189
906423,stage/indoor,0.8112,4.286486486
829696,catacomb,0.9139,6.674157303
776130,playroom,0.8812,4.935
632342,outhouse/outdoor,0.6984,4.905737705
115325,desert/vegetation,0.684,5.5625
830650,beauty_salon,0.619,5.209876543
411646,kennel/outdoor,0.9638,4.72972973
521256,rice_paddy,0.8866,5.789808917
703278,yard,0.896,5.353211009
669594,islet,0.7166,5.89261745
541125,slum,0.5498,5.04109589
799311,doorway/outdoor,0.6703,5.102564103
319002,ticket_booth,0.5878,6.14957265
611831,rice_paddy,0.5614,5.273333333
728867,athletic_field/outdoor,0.7924,5.042682927
938233,boat_deck,0.9662,4.2
633617,bus_interior,0.9909,4.72983871
242828,marsh,0.7235,5.327402135
398202,veterinarians_office,0.5372,4.583783784
4211,temple/south_asia,0.8284,5.385496183
937154,elevator/interior,0.5479,4.85915493
926583,bus_interior,0.816,5.668874172
489806,mausoleum,0.9291,5.419889503
360805,wind_farm,0.971,5.365313653
675965,attic,0.9401,6.10625
101001,railroad_track,0.9574,6.737752161
25201,swamp,0.5258,4.75088968
765792,gas_station,0.6528,5.268595041
163567,athletic_field/outdoor,0.9672,5.726235741
652878,limousine_interior,0.7217,5.176100629
706982,canal/urban,0.935,6.801020408
422686,waterfall/fan,0.68,4.511235955
770671,desert/vegetation,0.7199,4.533742331
949709,wet_bar,0.9545,6.298507463
843244,swamp,0.7529,5.537142857
676154,clothing_store,0.8823,6.376404494
465073,elevator/interior,0.5009,5.692771084
94555,wet_bar,0.8449,5.967213115
578568,tree_house,0.7955,5.422939068
926210,bow_window/outdoor,0.6559,6.355704698
339545,building_facade,0.6106,5.121693122
195276,wine_cellar/bottle_storage,0.7467,4.329545455
138608,raft,0.596,5.405286344
489178,engine_room,0.5908,4.751091703
954720,playground,0.8032,5.160305344
459510,diner/indoor,0.9703,4.831050228
625685,raft,0.5952,6.151020408
451441,bayou,0.7628,4.746312684
312783,playroom,0.5226,4.952380952
285008,medina,0.778,5.825396825
677856,stable,0.9533,6.598639456
30507,waterfall/plunge,0.6313,4.437037037
563587,picnic_area,0.5217,4.775510204
375101,atrium/public,0.7709,5.822115385
124662,garage/indoor,0.8247,4.956521739
3419,wind_farm,0.9976,4.826625387
403182,waterfall/block,0.8294,4.801104972
606614,garbage_dump,0.7451,5.4
651755,art_school,0.9349,6.078066914
391949,staircase,0.7384,5.359756098
926444,mansion,0.7113,5.47
615549,stadium/football,0.8344,5.535315985
428601,abbey,0.7094,5.71291866
925896,ticket_booth,0.7974,4.31884058
906646,railroad_track,0.9369,5.52
387107,marsh,0.5061,5.562992126
289305,ice_skating_rink/indoor,0.9134,5.195979899
25129,clothing_store,0.6142,5.549450549
210441,catacomb,0.6432,5.039823009
113676,industrial_area,0.9211,5.131004367
27112,limousine_interior,0.6651,4.178723404
878469,mausoleum,0.8045,4.38
194252,marsh,0.9459,6.4765625
939683,volcano,0.9483,6.759259259
663581,atrium/public,0.9605,6.693251534
945560,viaduct,0.5087,6.638461538
278949,fire_station,0.9953,5.95959596
816216,control_tower/outdoor,0.9911,5.156626506
536523,art_gallery,0.6741,5.725925926
80720,basketball_court/outdoor,0.998,5.458471761
260875,wet_bar,0.5113,4.694078947
309963,ice_floe,0.9794,4.618556701
177945,train_railway,0.6541,4.13304721
811582,wet_bar,0.6113,5.952380952
684266,catacomb,0.9143,5.685863874
911492,swamp,0.5058,6.081967213
193055,reception,0.6726,4.317343173
848892,boardwalk,0.545,5.956692913
818487,skatepark,0.8967,5.528
34347,raft,0.965,5.426470588
809191,waterfall/block,0.5421,6.312056738
372396,islet,0.7586,4.576190476
820026,boardwalk,0.7527,5.947916667
13788,lift_bridge,0.9472,5.85645933
543015,racecourse,0.8695,5.362162162
278093,swamp,0.7985,3.853146853
353738,escalator/indoor,0.998,5.249097473
315876,desert/sand,0.9333,5.510948905
220582,shower,0.9974,4.743380855
440534,ice_cream_parlor,0.7037,4.482587065
567212,bullring,0.5657,5.078125
65605,yard,0.6025,3.377777778
928108,hot_spring,0.5428,4.005952381
461401,highway,0.5987,4.678571429
852368,cathedral/indoor,0.7508,5.111111111
878081,baseball_field,0.7431,5.138728324
479447,carrousel,0.9174,5.489473684
35089,engine_room,0.8293,4.41509434
121776,firing_range/indoor,0.5952,4.458064516
873573,abbey,0.6508,4.039215686
155398,runway,0.7045,4.611111111
564622,waiting_room,0.7923,5.34965035
283966,medina,0.5374,6.514522822
78146,chemistry_lab,0.6395,4.732824427
681140,raft,0.828,4.47311828
872371,canal/urban,0.6452,4.9875
639834,atrium/public,0.952,5.872340426
76109,ice_floe,0.5731,4.521594684
664493,bayou,0.516,6.18
73756,waterfall/fan,0.6192,3.317073171
92542,coffee_shop,0.954,6.122807018
403505,hayfield,0.7338,4.920245399
78357,elevator_shaft,0.5498,5.206666667
4628,art_school,0.5377,5.376383764
887013,volcano,0.9899,5.777777778
760844,waterfall/fan,0.7518,6.116883117
895608,ticket_booth,0.6442,5.797546012
115422,slum,0.9997,5.375
298028,game_room,0.7124,5.021201413
457679,elevator/door,0.5276,5.452586207
31231,yard,0.6356,4.671052632
175400,game_room,0.6519,5.02238806
140295,igloo,0.9123,4.61971831
59107,train_station/platform,0.8868,5.492537313
452849,dentists_office,0.7808,6.244360902
790388,engine_room,0.9989,5.474820144
57083,youth_hostel,0.8061,4.353174603
314575,igloo,0.7221,5.190697674
10724,village,0.5237,4.890350877
99787,bayou,0.6982,4.390070922
569982,clothing_store,0.5352,4.672727273
715799,canal/natural,0.7582,5.761290323
74357,water_tower,0.9711,5.036363636
594528,archive,0.8893,5.790575916
814882,escalator/indoor,0.7356,5.622727273
332456,church/indoor,0.6666,6.393700787
621008,car_interior/frontseat,0.8689,6.672566372
365187,desert/sand,0.9525,4.298657718
606079,garage/indoor,0.8152,5.757009346
737895,medina,0.5674,6.0
185674,construction_site,0.9343,6.348387097
886753,coffee_shop,0.9355,6.131944444
504856,train_railway,0.6008,5.516339869
31806,bow_window/outdoor,0.575,5.154185022
149386,car_interior/frontseat,0.5617,5.752089136
593016,art_school,0.5929,6.254019293
202328,mausoleum,0.8495,4.423868313
225799,clothing_store,0.7264,6.255060729
675054,runway,0.7883,5.543478261
263457,village,0.5632,3.801470588
340222,clothing_store,0.6455,4.797709924
300724,desert/sand,0.7964,6.790983607
432301,planetarium/outdoor,0.6205,5.795698925
829979,highway,0.8698,5.458715596
271813,archive,0.6495,6.402777778
60602,wet_bar,0.7954,4.006329114
774899,hospital_room,0.7209,4.756476684
196493,garbage_dump,0.5581,4.553903346
946565,lock_chamber,0.8828,5.911111111
339329,water_tower,0.9176,6.659722222
62093,church/outdoor,0.659,4.161764706
340564,stage/indoor,0.8572,5.71031746
848789,swamp,0.7625,5.350806452
301696,motel,0.5918,3.165644172
777625,bamboo_forest,0.5343,6.551515152
542636,limousine_interior,0.7924,6.368421053
17566,pulpit,0.7545,4.923076923
904056,cathedral/indoor,0.597,4.636986301
935704,market/outdoor,0.8065,6.0
433798,casino/indoor,0.8953,5.74537037
769209,bow_window/outdoor,0.5686,5.269005848
76343,planetarium/outdoor,0.7475,5.848484848
19502,runway,0.9481,6.876106195
933141,dentists_office,0.9807,5.18
122532,pulpit,0.7159,5.883561644
456868,ice_floe,0.5212,5.507142857
173791,industrial_area,0.8587,5.082352941
28384,physics_laboratory,0.6742,4.81372549
123290,kennel/outdoor,0.7649,4.471428571
892208,library/indoor,0.8214,4.645714286
611540,hayfield,0.5595,6.202380952
659245,rice_paddy,0.9937,5.814671815
170994,desert/sand,0.7316,5.872727273
921793,staircase,0.5896,5.267241379
619099,art_school,0.8141,5.631578947
910849,field/cultivated,0.5389,5.301435407
291240,home_office,0.5963,5.616541353
834185,church/indoor,0.5098,5.444954128
698842,wind_farm,0.9827,5.886075949
33829,greenhouse/indoor,0.6675,5.510948905
197977,fire_escape,0.9908,4.487889273
133043,elevator/interior,0.5773,4.812734082
230747,ticket_booth,0.5565,4.335849057
614165,yard,0.88,4.96969697
664420,ice_floe,0.9885,5.881944444
131109,subway_station/platform,0.5589,5.127962085
724601,music_store,0.697,6.133004926
799215,slum,0.8777,5.443548387
736498,elevator/interior,0.6686,4.492146597
308833,waterfall/fan,0.5521,4.975369458
280732,mausoleum,0.6976,6.134703196
690960,art_school,0.9329,4.640522876
850007,skatepark,0.999,4.835
38011,elevator/door,0.5204,6.019736842
281279,forest_path,0.5282,5.515267176
656561,industrial_area,0.9404,5.628571429
5007,childs_room,0.9193,4.107883817
645982,casino/indoor,0.5632,4.299107143
484849,dentists_office,0.5864,5.773195876
615604,wheat_field,0.8229,4.842105263
115671,waiting_room,0.6179,5.207119741
23525,shower,0.8015,6.169230769
845393,bedroom,0.5596,6.256756757
1347,control_tower/outdoor,0.5877,5.673796791
176082,playroom,0.6522,3.43697479
35178,village,0.8803,5.865671642
181036,marsh,0.6709,6.02020202
873739,castle,0.5455,5.204225352
51823,greenhouse/indoor,0.5756,4.441176471
879162,planetarium/outdoor,0.9354,5.557575758
705263,swamp,0.7596,5.518072289
817737,desert/sand,0.963,6.060150376
383870,mountain_snowy,0.5871,5.93902439
293334,church/outdoor,0.5957,4.970833333
363278,boardwalk,0.9606,4.565371025
161868,hill,0.9196,5.823529412
771823,corridor,0.9965,3.967145791
77903,batters_box,0.8253,5.190789474
236564,wine_cellar/bottle_storage,0.6057,5.768
224757,viaduct,0.7302,4.438162544
260833,marsh,0.8823,6.22962963
123501,tower,0.8633,5.227586207
436035,kennel/outdoor,0.5362,5.683397683
316513,field/cultivated,0.7441,3.980694981
90207,ballroom,0.7785,5.537634409
4218,dam,0.9991,5.988372093
55006,elevator/door,0.898,4.900793651
927062,slum,0.6945,5.76433121
472815,islet,0.9955,5.323863636
839423,canal/urban,0.8454,6.292134831
488418,railroad_track,0.9785,4.283018868
54717,industrial_area,0.8343,7.027624309
190304,hospital_room,0.54,5.423197492
955673,mountain_snowy,0.8231,5.839160839
766849,hot_spring,0.6522,6.414473684
390853,staircase,0.9368,6.010416667
87402,bar,0.7203,5.527777778
183770,batters_box,1.0,4.84083045
913130,physics_laboratory,0.73,5.560240964
822275,highway,0.9057,5.132231405
230376,slum,0.9376,5.589403974
20995,canal/urban,0.7342,5.238888889
556724,bathroom,0.7461,4.845814978
22793,archive,0.614,4.423728814
74778,home_office,0.8256,5.174917492
205554,temple/south_asia,0.8544,5.267361111
451184,game_room,0.6286,4.180769231
49715,archive,0.727,5.302904564
214631,highway,0.7906,5.551724138
612559,playroom,0.5828,5.064516129
828344,clothing_store,0.7838,5.669354839
836557,underwater/coral_reef,0.5763,6.23
449878,underwater/coral_reef,0.8271,6.97740113
181561,kennel/outdoor,0.8866,5.408
263632,catacomb,0.7017,4.73559322
113593,bus_interior,0.9799,5.059233449
126733,bus_interior,0.5102,5.099264706
1348,swamp,0.5666,4.39893617
490332,subway_station/platform,0.9864,4.272108844
126142,fastfood_restaurant,0.8871,5.141414141
41085,butte,0.8633,4.417021277
461957,lock_chamber,0.7292,5.614379085
234739,wheat_field,0.9911,5.873786408
495163,volcano,0.9994,5.802281369
443370,medina,0.8539,6.712765957
607342,kennel/outdoor,0.67,5.530434783
828800,cliff,0.743,4.356223176
743457,hot_spring,0.5734,6.269230769
468648,engine_room,0.5437,5.565853659
784601,water_tower,0.987,4.206185567
851048,wind_farm,0.9925,5.975308642
25472,bedroom,0.5507,4.853658537
44963,pharmacy,0.5478,5.775362319
569245,ice_cream_parlor,0.8796,5.502283105
775359,burial_chamber,0.9497,5.150259067
938424,stage/indoor,0.7816,4.523529412
687904,art_studio,0.7434,5.042682927
895604,wind_farm,0.9991,5.977272727
59070,car_interior/frontseat,0.7679,3.031620553
256368,underwater/coral_reef,0.5075,6.372093023
44911,bathroom,0.8502,5.573913043
59776,waterfall/fan,0.6457,6.575757576
224724,wheat_field,0.8052,5.162068966
877852,heliport,0.7758,5.962962963
426944,clothing_store,0.5703,5.618644068
139768,pharmacy,0.5917,4.507194245
909536,bathroom,0.5443,4.671641791
709700,physics_laboratory,0.8722,5.381578947
818160,railroad_track,0.6189,4.881578947
282443,lift_bridge,0.8474,5.055084746
273327,carrousel,0.591,5.095238095
755132,bow_window/outdoor,0.7228,5.465437788
1587,casino/indoor,0.5697,6.565656566
286632,islet,0.9832,5.870466321
150972,bar,0.8808,4.760204082
71683,corridor,0.9789,5.047619048
486830,batters_box,0.5217,5.078212291
67251,planetarium/outdoor,0.9412,4.461832061
121762,cockpit,0.7736,5.304761905
190690,wine_cellar/bottle_storage,0.6738,4.676363636
427230,podium/outdoor,0.6865,5.707423581
571267,picnic_area,0.7,5.438095238
432179,attic,0.7473,4.994623656
197273,archive,0.6434,5.654411765
86904,batters_box,0.9996,6.183962264
154438,corn_field,0.9922,5.606635071
77422,boat_deck,0.5281,5.296052632
868660,desert/sand,0.9986,5.233160622
955326,hill,0.6181,4.978417266
372030,temple/south_asia,0.6504,4.796116505
892425,ice_floe,0.5259,5.844262295
32898,fastfood_restaurant,0.5511,4.70212766
528396,childs_room,0.5081,4.657754011
504957,forest_path,0.6141,5.169811321
596789,phone_booth,0.728,5.130434783
4834,carrousel,0.9996,5.366255144
43009,planetarium/outdoor,0.8983,5.637583893
865739,art_gallery,0.8208,6.032432432
914791,planetarium/outdoor,0.7611,4.890243902
667207,hill,0.5382,6.287128713
889022,building_facade,0.6799,5.873493976
374302,waterfall/fan,0.6378,5.35106383
908191,electrical_substation,0.7401,4.713375796
930734,church/outdoor,0.9608,5.142045455
638962,islet,0.5082,4.836734694
938443,art_gallery,0.5506,4.867924528
258942,skatepark,0.9057,5.832579186
243738,swamp,0.953,4.654676259
155521,dentists_office,0.9151,4.887387387
654246,dining_car,0.8225,5.109947644
541891,river,0.6966,5.179347826
485864,lock_chamber,0.9423,5.22972973
851990,parlor,0.6024,5.694444444
180834,planetarium/outdoor,0.7409,4.911330049
326439,wet_bar,0.6081,6.262411348
589752,garage/indoor,0.505,3.975845411
74404,burial_chamber,0.538,5.510869565
29019,escalator/indoor,0.9659,7.153508772
62114,biology_laboratory,0.6231,5.160142349
625906,windmill,0.9502,6.718918919
125192,home_office,0.5078,5.240418118
690476,train_railway,0.8165,5.993939394
409918,beauty_salon,0.5304,6.619047619
738003,tower,0.8746,5.312101911
375531,skatepark,0.9995,5.989417989
335142,church/indoor,0.773,4.36744186
772207,train_railway,0.7802,5.144578313
160501,cliff,0.7106,4.827956989
161096,ice_floe,0.6604,5.410526316
394955,chemistry_lab,0.6037,5.768976898
176480,lock_chamber,0.5463,3.992592593
517168,art_school,0.9108,6.166666667
345460,rock_arch,0.9824,6.144876325
462212,parking_lot,0.725,6.012658228
809492,chemistry_lab,0.9588,3.959770115
900873,bayou,0.5475,5.633587786
